F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,Class
0.04031372070250987,0.032806396483874414,0.019821166991885054,0.01483154296852369,0.011383056640451309,0.012573242187308148,0.01623535156225227,0.02766418456989038,0.04827880859301333,0.057785034178805775,0.01930236816376797,0.03460693359322194,0.014709472656025553,0.01678466796849389,0.022781372069964886,0.03379821777292178,0.33468627929176814,0.24163818359006292,0
0.001602172851538053,0.002502441406211816,0.0008239746093624273,0.0006866455078020227,0.0006713867187397555,0.0020904541015306023,0.0018920898437211292,0.03555297851508251,0.01499938964820863,0.05076599121016288,0.0494079589836211,0.039291381835337966,0.01654052734349761,0.0035095214843214495,0.020233154296566268,0.02044677734343801,0.7134399413953638,0.025543212890235246,0
0.013748168945102722,0.01930236816376797,0.007400512695199578,0.009292602538920707,0.008407592773309212,0.01828002929659607,0.02598571777304099,0.064422607420892,0.11314392089671108,0.12295532226374886,0.06440734863182973,0.06002807617095905,0.025482177733986176,0.025497436523048443,0.033889770507295386,0.03182983398388932,0.19169616698926248,0.16423034667718156,0
0.00555419921866525,0.006835937499895693,0.0026092529296476864,0.002944946289017564,0.0029602050780798313,0.005630493163976586,0.00787353515612986,0.02162170410123258,0.04100036621031189,0.0545654296866674,0.015304565429453973,0.03306579589793296,0.00878906249986589,0.011505126952949448,0.014266967773219804,0.021820068359042055,0.6441040038964219,0.09954833984223102,0
0.007110595703016502,0.020629882812185214,0.006439208984276746,0.006652832031148487,0.005752563476474724,0.010833740234209691,0.015304565429453973,0.04376220703058225,0.07476806640510913,0.17028808593490163,0.04304504394465569,0.07341003417856735,0.017669677734105382,0.019012451171584895,0.020751953124683354,0.030609130858907947,0.2792510986285515,0.15470886230232683,0
0.02708435058552423,0.02798461914019799,0.014373779296655675,0.01493835449195956,0.011199951171704104,0.022842407226213956,0.02798461914019799,0.04147338867124217,0.05854797363191914,0.07687377929570201,0.0361633300775732,0.056381225585077195,0.031173706054211832,0.032821655272936685,0.042938232421219816,0.038330078124415135,0.21107482909834177,0.22781372069964886,0
0.04257202148372541,0.03096008300734009,0.019821166991885054,0.017364501952860042,0.013748168945102722,0.019500732421577443,0.02781677246051305,0.06259155273341993,0.13182067870892608,0.0652160644521299,0.03591918945257692,0.03494262695259182,0.0211486816403023,0.028396606444879204,0.035522460936957975,0.03442382812447474,0.11805725097476111,0.2601776123007175,0
0.015579223632574782,0.021438598632485376,0.010177612304532202,0.01127624511701544,0.008407592773309212,0.02340698242151784,0.033889770507295386,0.06214904785061419,0.09289550781108254,0.12802124023242156,0.04837036132738693,0.07365417480356364,0.030944824218277822,0.026702880858967548,0.03236389160106867,0.030609130858907947,0.18650817870809164,0.1636047363256286,0
0.006088256835844601,0.005874633788972861,0.0021820068359042055,0.0020141601562192668,0.0012969970702927096,0.002822875976519427,0.004089355468687602,0.013977050781036728,0.02302551269496116,0.07759094238162856,0.016113281249754134,0.03637695312444494,0.006393432617089944,0.0048828124999254945,0.00895690917955083,0.011199951171704104,0.7227630615124091,0.05435180663979566,0
0.06271362304591807,0.04454040527275787,0.03459167480415968,0.028411865233941472,0.025604248046484313,0.02691650390583929,0.028411865233941472,0.040847778319689214,0.05439758300698246,0.051330566405466765,0.029327392577677504,0.026977539062088357,0.026031494140227793,0.028808593749560418,0.03448486328072381,0.04493713378837682,0.07324218749888242,0.3384246826120236,0
0.04641723632741673,0.03517150878852583,0.021057128905928695,0.01618957519506547,0.015121459960706766,0.017013549804427895,0.016998291015365628,0.022094726562162863,0.02885437011674722,0.04660034179616394,0.01940917968720384,0.03565979003851838,0.017776489257541255,0.019714355468449185,0.02717590331989783,0.03451538085884834,0.3291778564402897,0.2510528564414818,0
0.03981018066345505,0.048522949218009606,0.018676757812215016,0.015151977538831301,0.011749267577945722,0.018417358398156475,0.019134521484083032,0.03852844238222461,0.04841613769457374,0.056945800780381084,0.03549194335883344,0.03767395019473765,0.02178955078091752,0.030410766601098472,0.03959655761658331,0.045928955077424186,0.11666870117009479,0.35708618163517636,0
0.012069702148253333,0.0181274414059734,0.01159667968732305,0.011260986327953172,0.008407592773309212,0.01402282714822353,0.018310546874720605,0.03105163574171369,0.05073547363203834,0.07000732421768179,0.027374267577707306,0.04933166503830976,0.0201721191403172,0.02362060546838958,0.026611328124593946,0.03149414062451944,0.3973693847595617,0.1784362792941523,0
0.015579223632574782,0.021438598632485376,0.010177612304532202,0.01127624511701544,0.008407592773309212,0.02340698242151784,0.033889770507295386,0.06214904785061419,0.09289550781108254,0.12802124023242156,0.04837036132738693,0.07365417480356364,0.030944824218277822,0.026702880858967548,0.03236389160106867,0.030609130858907947,0.18650817870809164,0.1636047363256286,0
0.004409790038995213,0.007492065429573181,0.004135131835874403,0.006576538085837151,0.006011962890533265,0.020477294921562545,0.02832031249956787,0.059249877928783425,0.0715332031239085,0.14997863769302403,0.048904418944566284,0.07765197753787763,0.020248413085628535,0.01704406738255243,0.02174377441373072,0.01600646972631826,0.3705291747990337,0.06968688964737417,0
0.016571044921622147,0.01936340332001704,0.009567260742041516,0.007934570312378928,0.006225585937405006,0.009368896484232043,0.010971069335770096,0.022415161132470475,0.036590576171316676,0.064651489256826,0.020050048827819064,0.035247802733837166,0.01338195800760831,0.015411376952889843,0.021392822265298574,0.026138305663663663,0.4977874755783419,0.16693115234120284,0
0.03802490234316979,0.04179382324154978,0.019805908202822787,0.014389038085717943,0.011459350585762645,0.015335083007578507,0.017807006835665787,0.031295776366709965,0.04666137695241301,0.06333923339747102,0.023101806640272497,0.03883361816346995,0.014953613281021828,0.018905639648149026,0.026947021483963825,0.03857421874941141,0.23680114745732422,0.3019714355422673,0
0.004165649413998938,0.006561279296774884,0.001968383789032465,0.001983642578094732,0.0015563964843512514,0.009262084960796172,0.012130737304502402,0.03155517578076851,0.06098937988188188,0.155746459958561,0.028472900390190542,0.10128784179532949,0.016372680663812676,0.011779785156070257,0.018310546874720605,0.014251708984157539,0.47801208495364367,0.045593261718054306,0
0.029006958007369892,0.029327392577677504,0.017227172851299637,0.013290405273234706,0.009765624999850989,0.013244628906047905,0.016265869140376803,0.02885437011674722,0.048461914061760536,0.06085205078032148,0.02178955078091752,0.03643798828069401,0.013748168945102722,0.017105102538801497,0.024337768554316137,0.027770996093326252,0.376541137689567,0.21597290038732952,0
0.026092529296476864,0.0331878662104311,0.01240539550762321,0.013977050781036728,0.011688232421696653,0.020843505859056956,0.025466918944923908,0.05465698242104101,0.10266113281093353,0.10232543945156365,0.048904418944566284,0.044570922850882405,0.023056030273085695,0.030731201171406083,0.03369140624948591,0.032760620116687615,0.09748840331882495,0.28549194335501876,0
0.01240539550762321,0.016860961913805223,0.00787353515612986,0.005981445312408731,0.004394531249932945,0.005401611328042579,0.005645751953038854,0.014739990234150088,0.042098999022795125,0.05062866210860247,0.012374877929498675,0.036926269530686555,0.008850097656114959,0.009918212890473661,0.013397216796670577,0.027679443358952647,0.5851440429598215,0.13967895507599368,0
0.032775878905749886,0.038665771483785014,0.015548706054450247,0.014099121093534867,0.011627197265447585,0.020095825195005863,0.028503417968315077,0.06095886230375735,0.09423828124856205,0.08142089843625762,0.037994384765045255,0.04687499999928475,0.01994323730438319,0.021911621093415656,0.02806091308550933,0.03750610351505271,0.11445617675606605,0.2953186035111188,0
0.008499145507682814,0.01602172851538053,0.008666992187367753,0.008193969726437472,0.0063476562499031434,0.01921081542939437,0.026306152343348602,0.0643310546865184,0.10586547851400963,0.19450378417671962,0.044860839843065485,0.06718444824116235,0.021026611327804163,0.020950317382492825,0.026275634765224067,0.0271911621089601,0.18249511718471537,0.15206909179455463,0
0.011672973632634386,0.01429748535134434,0.007553100585822249,0.007141113281141036,0.006561279296774884,0.015365600585703042,0.024078369140257596,0.04304504394465569,0.070419311522363,0.11219787597485051,0.03756713867130178,0.06980895995987231,0.022338867187159137,0.02168273925748165,0.02357482910120278,0.024261474609004803,0.3597106933538863,0.12872314452928585,0
0.021499633788734443,0.03454589843697287,0.01338195800760831,0.00970458984360192,0.006942749023331563,0.011688232421696653,0.014419555663842476,0.036193847655697726,0.08587646484243963,0.08061218261595747,0.02659606933553168,0.03878784179628315,0.015365600585703042,0.020523071288749344,0.028900146483934023,0.03877258300722088,0.2793426513629251,0.23684692382451103,0
0.034164428710416195,0.05157470703046304,0.014602661132589683,0.011230468749828637,0.006698608398335288,0.010589599609213417,0.010543823242026615,0.021331787109049503,0.032775878905749886,0.04280090331965941,0.015228271484142637,0.024734497069935083,0.014404296874780209,0.029632568358922844,0.03814697265566793,0.04161071777280258,0.17951965331757327,0.4204101562435851,0
0.020141601562192666,0.019821166991885054,0.009246826171733906,0.008773803710803623,0.007049560546767433,0.015121459960706766,0.019653320312200115,0.04585266113211285,0.07083129882704421,0.09049987792830659,0.035675048827580644,0.056381225585077195,0.01774597167941672,0.0201263427731304,0.02540588378867484,0.03149414062451944,0.32659912108876654,0.17958068847382233,0
0.009735107421726456,0.007400512695199578,0.004394531249932945,0.004241943359310273,0.003982543945251732,0.007537841796759983,0.01036071777327941,0.01991271972625866,0.03407287597604259,0.0505218505851666,0.016647338866933484,0.03358459472605004,0.008514404296745081,0.008377075195184677,0.011016845702956897,0.017089843749739233,0.6625518798727028,0.09005737304550085,0
