F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,Class
7.6266338316479105,-4.835421522390067,-1.643984696160633,8.894791583619538,-3.3281520353053624,-2.2140506734265095,-0.9553876776633331,-0.5922406576344414,2.0940948933206047,1.6087104918000024,-2.6662904733906205,0.015818343263552515,-1.3846167526248467,0
7.725432793812911,9.378145954680043,-4.128424462205681,-11.924263553642996,-0.29394707479499627,-3.5400014786959884,6.160235435894252,-19.763532729596893,-2.7494365042013778,1.299560605009821,-0.3611242437790619,1.8013692492915239,-1.2649104572628749,0
-5.437793743109139,0.35340260406292573,-2.018914080256411,-3.502493991280837,0.42071833061216296,-7.188705971824119,-3.3932663530662657,0.07439257562554998,0.766477765330597,-3.699502208133557,3.7621819704961115,3.91661691654257,-1.4202624859814896,0
3.2346041046023593,4.670557542032027,-2.0683376471113832,2.691031443818296,3.3238281131794594,-5.495365977270527,-5.939093915733722,0.8451719669346267,1.8242531128959873,-3.399707201818812,-4.640521002980632,-2.7696142506552066,-0.3918263568263124,0
-0.818626723335892,-4.881591344578622,3.7166961207284492,-12.178833146491224,-7.6581207403178775,-11.506665924357561,-4.311940540647639,-4.2776206506842716,-0.3378732406711848,2.8665177439774205,2.099713582603662,-0.4483737263876935,-0.4201989576796226,0
-2.2349691738486968,-3.1779775385449156,-0.5798233793032025,-1.9695760378350289,-5.460764974142365,-2.8403270785480053,2.6152647979244596,1.429932141876164,2.482112448488264,-6.600048409674065,-2.3693184510514467,2.4945636710779784,-3.0744530359681663,0
-4.983275600670059,-3.118123257959831,-6.739537569212065,0.8767381848288199,1.024993899948263,10.716080010691583,-2.2682759559174004,0.1556554561051376,1.8080110482222607,-3.4339874182991084,-2.8715045855299803,-2.9776643008438524,4.558555842226631,0
11.353187000262782,-0.4930621317696892,-6.7607355999815235,-6.476093396257296,-0.8412717861532863,-7.892356986443887,3.217113870689537,4.454532861020222,0.2232486219757455,-3.451862036303727,-5.040260429452774,-4.293696762661097,-7.9501403911027255,0
-13.475068023844143,9.099706848889756,3.7407376662380085,9.520419551233534,-4.268380630780389,-7.136860281539233,-4.682111728899819,-3.0372071285984927,-0.7914641911468847,-1.0430830250543996,-0.8187665380026241,-2.3783860079720145,2.988975037410893,0
3.857311901878606,-9.064341817685508,-7.137012986712335,-3.5987350439126407,0.9032493082776669,-3.074257642331561,-1.9174263654820536,2.36814268989849,1.3979881235337697,-2.699464627714325,1.202482278792443,0.16666686916244192,2.0524363613588696,0
-10.096837284581826,1.8671283346372594,-6.251953377744139,0.5557729307853974,-2.699592660699177,-1.4384468330651232,3.7414258167962484,2.8362849706135367,-0.7321202886648546,-0.7933273710880192,-0.43083131494083027,3.605558270412305,1.7468796449496762,0
-3.2176820069656116,-1.3989205638006375,3.2311112193937177,6.030855146736693,4.842608336721302,-1.4089570147612387,1.3058778786157559,0.15974014392582286,3.2532367968307008,-1.3213366155351172,-1.2411957903349897,-3.2347903284416035,1.2208742264487835,0
7.069501634088545,-4.111611410953886,8.004957702294739,-13.177920368108618,0.656964753939183,3.008226536560872,2.6427608281853954,2.2539345782344054,-0.2968717729980322,3.096915906695069,-0.9710719986496523,1.4677159656783092,-4.911055268895879,0
11.353187000262782,-0.4930621317696892,-6.7607355999815235,-6.476093396257296,-0.8412717861532859,-7.892356986443887,3.217113870689566,4.4545328610202315,0.22324862197574563,-3.451862036303707,-5.040260429452769,-4.293696762661105,-7.950140391102701,0
-3.0723455644564472,4.318301333030096,0.15347211201879057,-6.161267399419416,-0.7480344051485632,-6.837094490366492,7.185487422181852,-3.5680050703312913,1.7830334142821285,4.3480765399071055,-5.527908131062551,4.109972168351027,5.013144995724505,0
-3.532748955511399,8.159208579522454,-1.3335466816366341,-1.7762576944382997,14.421115195636851,0.7076930250288679,0.959429186663047,-2.08075078707627,0.1960287564967106,1.2427824811527113,-1.4784328317140316,0.8872497677803617,0.3343351620535341,0
5.756389690579272,-1.659556429401915,-3.080790162639584,-5.755449548363395,-0.029470507232742457,-8.139808352151048,5.45384154962967,1.0152690912321525,2.9242411521580003,-2.8735005792530215,-2.3930476338369693,2.3071892246367973,-4.855104820031934,0
-0.19590684790447663,7.9026173754675115,-2.4502125196963345,0.21652917122895404,6.313395692452818,-9.81835366128906,3.846853108481208,-4.579776498434289,-2.378430483239187,2.194188838692116,-7.6344957981110735,-0.25059130303789684,0.4818619392834062,0
-4.084145124715483,3.1655550447871477,-4.268358263762597,7.811684036593335,-3.810432204069832,-3.823299115088625,3.450280583507319,2.0891033481576833,-2.5456604813974426,4.908485481247733,2.38315062909,-4.226991728221559,3.549472559087365,0
-1.1609319163896454,2.083757767077818,-5.055857752758924,-4.056842239358802,1.223639507371151,-6.235643918933281,-4.5350379473194105,3.120708069123668,-0.604448977210727,-1.8523125107200298,-1.6223917101556846,0.48648669697166774,1.3747365926745454,0
17.762937107312343,7.252276759314017,-3.517219121992589,5.682391030295648,6.300203571952788,-7.90489413334606,4.231826424969161,6.042550246185723,-0.8989320441010609,-0.8862469308596044,-1.2496313576170595,0.14195076123994702,-4.120732867426269,0
0.5969732851239234,-4.580117432720456,4.69791887918053,-10.822027169071303,0.9857637461638484,-4.806981888645253,7.168400911075653,2.173914880743278,1.6820779528039551,6.66141844954407,-0.6335479772063297,0.39958273372095415,1.4559368305154514,0
8.631520088215098,7.15318831763663,1.4733622743576398,-6.50973221452611,15.629606892879297,-7.33985946104205,5.053260649445549,-5.642590103572131,-0.1692315026668386,4.045855086866497,-3.891607187439965,1.6548673284086923,-2.0622861413685007,0
16.071619309025387,-5.312727407540802,1.9941733889478956,-5.5375996307933235,4.879260968420887,-6.119090784613025,-4.495742410919199,-6.9826681035061124,0.2908429361587992,-1.9659374505770257,-2.1203765275859556,-3.474495155192025,-4.742069573304067,0
10.675864391266785,-11.445996218498944,21.744167530758908,-9.39979249516739,7.730222383309458,-1.7996983951893708,-0.9118534262562398,-5.342559940386547,-1.298882156766557,-3.027068966643063,-1.0411483224466616,4.056674034504748,-2.245937814923275,0
2.951879189342488,0.5094960686213329,0.512207184687758,-6.949086518976948,3.6990254393588504,-5.540790405851815,-4.21381863210915,-1.8339668878663,8.066140588231763,-2.241268890482737,1.652797253095074,-0.19541156793420436,10.598412922014374,0
-0.7019536805539427,-4.9351892581247645,1.7300727320177849,-2.9735400424748226,-6.1052962482360025,1.5440945983905965,2.443182472864378,2.122804909712644,-3.7818771780911353,0.9419089411858631,-2.8680134104096706,-3.8561258014544233,0.5578590953996355,0
0.6390719958323783,8.206941298023459,-5.98204000766426,-2.771275536228959,-10.51179746224597,-3.1041848772704053,2.126970131548123,-1.8987706105242863,1.5510912984904608,-3.8263626894165665,-3.5963397132104795,-0.8454393411580747,-2.0770169214004093,0
-5.6287235308473225,-0.8189903402343544,13.244159791919037,6.1403870168186385,0.1462270955436914,4.681565283920072,2.4892531431421365,0.7289079723249765,2.4049834805697516,-2.0165557301546695,4.021356948502113,-4.148480578557669,0.0761386448556168,0
2.3112378536000553,7.482966491670997,0.03389424698771623,1.7791725625875876,-5.949866191723922,-5.827196882077331,-1.0122491424589934,-3.9137004847145245,-1.9455713813350435,2.636828296801694,0.6370655530611755,-5.003053834207779,-7.8575379920054,0
16.715788196588534,3.925211837641324,0.21728882546391715,4.777727465952507,3.1657015489153806,-11.493634637025332,1.227226063438995,-4.333797629770549,-4.01379188006218,0.2831941184149177,2.3461047262928125,3.735106526510903,-2.1368734144253456,0
-4.245754401854527,0.14733708429016246,-0.3032163733505926,0.7786736870018167,1.5173781609614814,-4.491003096472537,-4.158944884791523,4.4504619892475885,8.600029960623063,-6.847522697964533,-3.9129856473203692,-1.8362346848748285,0.537918281891936,0
-6.701083904920718,11.418176667192009,1.3263760816144314,2.381264723831579,2.881973925406288,-4.244645341369476,0.46041763183790324,5.038126596792324,-2.89475983254075,5.868450482944516,-0.1652693771121241,-2.4390404565099533,-4.881503412628695,0
-12.289540543420044,7.761828974900001,-3.433972130989549,-1.4524195537347004,-2.9003931832588465,-4.676074107884089,5.133416622450333,-0.2499192114512155,-2.2542046549299086,-1.073855307898084,-1.2741633715134302,3.359660598901129,0.6882932371746628,0
2.372815605237959,-12.030482332475485,-3.4682283915570515,-2.7901340845604508,-3.548089598238036,-5.470071833613722,2.259109431680167,0.03328022831543495,-1.956093624327127,-2.483629132716286,1.1081368098267053,3.2436395951845314,2.1878861472558184,0
7.725432793812916,9.37814595468008,-4.128424462205683,-11.924263553642998,-0.2939470747949815,-3.540001478696015,6.160235435894249,-19.76353272959691,-2.7494365042014106,1.2995606050096982,-0.3611242437790234,1.8013692492915405,-1.2649104572628616,0
1.7823898165756755,-1.7650180475369017,1.8693933391784483,2.536664144705882,1.359182534032014,-0.5420743412378872,3.651412664668811,-8.653552652633058,0.8560102358746514,-13.86739412262542,-3.4292281470546646,-3.824108205252378,-5.072203319142748,0
15.833774555557632,12.32960598391602,10.850437140593272,-2.231237618466632,4.0079885446502255,10.164557536213524,1.6975008633996291,9.147815138365017,4.185958643546625,2.665140696024737,-4.204565463532915,0.2076096377340627,-1.934450072153046,0
-2.816833799143423,7.130362465777625,4.003091302462428,10.153745397144348,2.182525040479757,5.917485597106549,2.471184233654522,-4.465389041531316,-9.883290459851297,-3.9597166162516944,-1.0843894681326365,-4.867538057732309,1.762650320050869,0
1.1168740741360133,3.1962584240580028,-1.9722319494269847,0.3846575260910481,11.038627347582699,-1.3994203619413172,-8.168590104138863,-0.6292067009785737,3.2142024369864943,-4.889132460921899,-2.398283276133984,-0.32212003034462,-1.0321114855641167,0
20.335464937270743,13.675192675784272,-1.6456368528240963,-10.485600810132642,-3.695551091287216,8.123198966305432,-4.344786897861676,5.344170333494594,-5.813238650154256,3.9949568890193383,-4.272825799665932,-2.1355205465847096,0.41004276876990886,0
22.451586601835306,18.222544593243885,1.4310881230057368,-9.02663643423521,-5.166104976783679,7.152461857189431,-1.6192186317785444,12.037204469369051,-6.639073299972329,2.772057312383811,-4.90173513654777,-1.6060699114259296,1.9900096384622332,0
-7.691078227206948,4.6619328182066955,-1.7908368392671805,0.2097630950515509,7.1201112053690725,-0.3486149772194901,-1.7752980814691046,2.079081829999103,0.9955290411355853,-3.594575069583714,-1.2539804533127843,3.026015053310068,-1.9462215194791819,0
3.095341379947084,4.121226941205166,-6.287618324271146,-0.6394337512585053,2.8868839223493197,-11.409568341914825,1.1240393152576647,4.572949859078172,-0.8025473531274034,0.09609136335789155,4.734589801190625,-1.9116247808285514,-2.074626827164814,0
-9.335791735650103,-7.35388617170223,18.327308193404633,-4.185421394819776,-3.2313381882497185,0.6340368238950251,-4.601693135543158,0.40901941774523853,-4.872824435228874,-5.579436734488356,6.341440262891618,-2.3111602820649537,-1.0435771120404658,0
-0.015985257623703023,0.8450936151502568,5.447252894769415,-8.691292372059554,-4.240974401617927,0.1250539225133106,0.6054871229952473,7.647687397436133,14.734884216905726,-7.303980277049906,-1.1134491869396317,-5.317659713357504,-0.3821885930277797,0
9.473625152150117,-15.210504839034202,-0.66195988105918,-3.106343738647746,0.1062355719571319,1.342963630655564,-2.882142034692354,2.377389961678908,-4.1411113536751225,-1.67525311824924,-1.9862784630271482,0.5157606577930932,4.288659563952955,0
-13.98094830547259,10.757644390898118,1.516134295386345,0.3170173850103619,-5.746079874866533,-4.038119076237231,-1.7238340048862837,6.94935113983164,-2.964561917244166,-5.519540006621298,-0.9576437750288515,-0.7510065816462942,-3.5197714959638713,0
-8.720869141893996,1.3788688611685411,-3.4279527829364183,0.5463405954561739,-2.272218828378887,-2.171579480904456,-0.11332276779134066,-1.7272851806805778,3.492330674171846,-3.673810922716142,-0.06657471764363021,-0.08192946349603653,5.104420140990725,0
-2.9833836565208243,5.123495160786538,-2.886260379393373,-5.134810083483387,-5.059204708226685,-7.263644380343125,7.5627822163714455,-4.352190151860781,5.316530385606635,1.4609047955309882,-1.6614246724574273,-1.9405038904197314,-3.4739076168054113,0
