F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
7.626633829099411,-4.835421798853553,-1.6439846480145124,8.894792974323646,-3.328174711359203,-2.213915187697886,-0.955739033020862,-0.593117778915303,2.08992567213249,1.6043225388344888,-2.663145431357691,-0.03577464951245782,-1.4154515922313173,-1.5690355053910399,3.036794854937726,0
7.725432792529862,9.378146077717513,-4.128424061236614,-11.924262431520742,-0.29390948167079073,-3.540148387957435,6.161548377162183,-19.760717635528216,-2.752682740074914,1.3291511951747619,-0.3921958119714553,1.776968769246965,-1.2575953016849892,4.86370565619381,-2.3901917340128986,0
-5.437793742073501,0.35340265209759336,-2.018914607241598,-3.502497285187257,0.42071682628484186,-7.1887739013009835,-3.393005083299982,0.07344169438427108,0.7704033789666275,-3.6929640524178295,3.774765086103392,3.932554516324144,-1.4537281425786002,-0.041631627136829934,1.7431405147930419,0
3.234604096143485,4.670557080671469,-2.0683390909455763,2.691027081619062,3.3237726671616294,-5.4952975969675375,-5.936968682230812,0.846443889271795,1.8197322053352374,-3.36396383123374,-4.667526080085254,-2.9302844588958914,-0.502924050867646,4.6420933986383135,1.2735398890475393,0
-0.8186267196745344,-4.881590766095737,3.716695461539578,-12.1788337554747,-7.658099065204751,-11.50693694875342,-4.311925062439748,-4.2761434181618565,-0.3299957008185969,2.866317740715772,2.1080367727782785,-0.3402769968973081,-0.31620664038793084,1.1281054370035877,0.501949915193764,0
-2.234969170353859,-3.1779776293435376,-0.5798229115908315,-1.9695771260466006,-5.46079268954587,-2.8402051705602513,2.612775646467321,1.4257941209513845,2.484839499292343,-6.6306018059654255,-2.3527692300325853,2.554277918364647,-3.0879143265716023,-4.408100372808262,1.2634121027845138,0
-4.983275598917707,-3.1181228467502407,-6.739537040079567,0.8767397477320247,1.025025830149548,10.715889386766872,-2.268473646496262,0.15850228123007598,1.8104185377284157,-3.4270569232817567,-2.891699605422938,-2.876463456888398,4.643435300265673,-3.887701630081579,1.9572784593096737,0
11.353186997317838,-0.49306221825539837,-6.760736561936896,-6.476094995560974,-0.8412969723135972,-7.892418112213705,3.218032680863849,4.45564116347538,0.2236603664357335,-3.4411110207863183,-5.057512095025315,-4.3387314208936,-7.801589078319002,1.8043255630603892,1.905705819580829,0
-13.47506801906787,9.099707264860967,3.740738642305306,9.520421881609238,-4.268320884695711,-7.137034033613976,-4.6820062038876635,-3.0353196136104885,-0.7895785022553894,-1.0419150429479165,-0.8185801206307938,-2.280424573126674,3.0886477391997254,-0.2443154024434352,3.013531555746118,0
3.8573119052183893,-9.064341804727157,-7.1370125364846135,-3.598736148935092,0.903272006445133,-3.074215671843221,-1.9176253340805067,2.36690172342358,1.3996746280806558,-2.7057252258085547,1.2153347865823168,0.18389787660327644,2.0807929078768224,1.327129630180258,0.9635685362405619,0
