F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
-1.3698381435068692,2.6879225981562826,-0.18401990021422654,-0.17680824404267892,0.7942512960626181,0.04640770660367002,-0.027131248215885865,0.16528378211493305,-0.1895433556794439,-0.13477438943634026,-0.09332449220626493,-0.4157712158039203,0.19804156685923954,0.084531007919348,-0.3464650390203083,0
-1.3678761887383535,-5.715792676536516,8.093563318177427,-0.2877462037825126,2.3770777277036337,0.5383501891721189,0.6067047449140014,-0.3394996116033758,-0.566200715282521,-2.1694759803413635,2.602738698459805,-2.5966733847203063,-1.9697245585555194,0.3417262311054471,2.420058215132652,0
7.003049356980032,-6.104925432711384,-1.2852477588722155,-0.6924337678818083,0.5760053226792307,-0.3849461674878966,-2.8633609152365143,-1.8164016107113086,-1.5799653344304636,0.16400940957969748,0.338792841168278,-0.0027222365794892507,0.09402228496581405,0.06479674874293988,0.23005133950439988,0
-2.0954022394205443,-2.6974145755768433,2.7449929886236175,0.5460166330020447,-0.972207219588636,-0.5031234706798848,0.43300356640061194,-0.43195215786874425,0.39376245933293913,-0.19089363308786347,0.18763103049816218,-0.14214929252622888,-0.5549234290996244,-0.3054962280208555,0.1155421139347546,0
0.7206579178185955,-5.387396734122248,0.5381395610857675,-0.9217873971541166,5.034312229950224,-0.19655551057593765,-1.226481147450895,-2.243742678814693,-0.13630300880750343,1.6660425654069086,-0.18848647392526402,1.2851049161656154,0.21621548482472314,0.05362684629608393,0.034662866718435006,0
7.220819112435654,-1.8365095780436762,2.612413498189548,-0.13919331960773315,-1.440489133891137,-1.1861128389509978,0.04278229732739968,0.9764069733524566,-0.1648090398760315,0.4188948227774459,-0.30950370747194333,-0.12233187601591296,-0.7418965360189199,-0.5329341058590348,0.12069893410720194,0
5.174956596978707,2.195498678132602,0.49586508659019674,-0.5729355042305654,-1.3849728131462602,0.2709671179109378,-0.12447252699439101,-0.00018506061248762986,-0.6771459319231037,-0.03113714788238915,0.6169122276375885,-0.0411935808634691,0.1939248963684367,-0.15938412891840253,0.6173419126927377,0
7.215612942570039,-3.8991923590355517,-1.6516345787563629,-0.8056221496479817,-0.15369359915292738,0.2058865370572123,-0.692430976513028,-0.33356015167835884,-0.15250258327131763,-0.5864424667597258,-0.13945385579412195,0.6431901528631538,0.4366653955237513,0.4824881601610717,-0.48662455628813267,0
-5.066337526762718,-2.351987783518333,-0.34495804786122797,-0.08376824758363377,-0.9902095328217231,-0.06896967509373414,0.20007807315022655,-0.5832405875547958,-0.39439117972798154,0.6973879016178549,0.17184825896293393,0.07947046054466435,-0.44564137685647365,0.3890132030016898,-0.2620139166184081,0
3.6324644623530125,6.310115753843643,0.0757550047933913,-0.9040894839454052,-1.2211987795354602,0.2483325360405304,-0.7114699983491922,-0.14272887139510337,0.1870636342976718,0.19727333243590345,-0.4609569561620173,-0.12431909148018293,0.07768140190488369,0.33045671096569346,0.12172679127715032,0
-0.3492912295235275,2.832045202446527,0.37884382375255715,0.8651081278640678,0.42974803043517823,0.39070233773354407,-0.10649498857273866,0.172264218864182,-0.07612867513790374,0.18547069056778867,0.3984432829365173,0.058274635203442504,0.2254463181307974,-0.21996855984300664,0.07397631363490413,0
4.395111812425447,2.681730726512637,0.5085682505303687,-0.938178790125102,-0.9770378898837562,-0.8527451203952037,-0.41363745651456285,0.22716684417660968,-0.28821668453614224,0.6055094514941828,-0.4227718336233869,-0.1218774381937144,0.3403723792091277,0.3018294890886766,0.08543544208027125,0
1.6226200712066652,-2.000427545990329,2.4776474150237306,0.956538678014525,0.790596682698722,-0.0076973199102532055,-0.3360459921658978,-0.47601954255274903,0.12537891329282733,-0.03425142004877169,-0.07666518951961311,-0.05484280847905774,-0.10138301755000736,0.034416662715447396,0.2412787578275781,0
7.215612942570039,-3.8991923590355517,-1.6516345787563629,-0.8056221496479817,-0.15369359915292738,0.2058865370572123,-0.692430976513028,-0.33356015167835884,-0.15250258327131763,-0.5864424667597258,-0.13945385579412195,0.6431901528631538,0.4366653955237513,0.4824881601610717,-0.48662455628813267,0
3.18944944396997,-6.3240491233532445,-1.5142637178865366,0.07664484863755727,1.9508566946655361,-0.8390797581363664,1.728147557869524,0.5301707413193653,-0.24781533371208395,0.9810140747788645,-0.030362585784621234,-0.0764523792342166,-0.5284101006197984,0.5033946652686581,-0.009672063185573213,0
-1.2985793135720232,-1.4792050002500314,0.11080961472485652,-0.49870918107341594,-0.8961459060335719,-0.6559339266917669,-0.2064260954231285,-0.4778928351408164,0.16458866994302035,-0.02184249169542917,0.27587143983228923,0.11647836801124205,0.18544853346905632,-0.1387830882234778,-0.042090347051842725,0
2.6938083770809773,-0.2506885224570489,-0.73050781386714,0.8945943675081819,1.3523492671672233,-1.3956672680797058,0.21174271685170973,-0.29505348148420746,0.02987692556735314,0.005338753444732397,0.37741582630094206,-0.29686882468741493,0.3437498271915652,0.22576455162885922,-0.01813455846395903,0
-0.7745677469478465,-8.082630134490639,-0.3809426868234855,-0.48922125530237187,3.9379362705803747,1.104161468243035,-2.056203550320108,-0.7206452155622852,-1.6827666337338494,0.21755422126560942,0.5640336775639928,0.1591832069164359,0.5676352152512278,0.2703721980693436,-0.0696401277415859,0
-0.17610276809786277,0.5293161720881012,-1.3329834122664106,0.8406609689157079,0.7254264162295502,-0.4956491240701023,0.3434993742640299,-0.2925898972383792,0.15281577642730554,0.1486913026701315,0.00615341976854167,-0.15428484639299778,-0.035243986728981644,0.13639450098414913,-0.029416269738123123,0
6.650640115022189,-3.9657541932092437,-1.9809963907630723,-0.5709223473142038,-0.1317684577335881,-1.264040008629943,-1.711570686174709,-0.15466884490759247,-1.0133115951403369,0.6132325251172429,-0.248155355869032,-0.797366945462418,-0.1841349216380581,0.70747902139968,0.013327541088023028,0
-3.5958293208649676,-1.8279096962463148,0.7707567751231674,-0.8096248860472752,0.03477515637938489,-0.19831817575712796,-0.6664804134297031,-1.291740843707655,-0.19512082406141024,0.0004803167061703863,-0.028844140410550386,0.18909958471555213,-0.030094545264615524,0.12963283542733164,-0.03816076717615626,0
6.432428595121703,-0.2506779897245346,-1.22678427882755,-0.5913284957952583,-1.8056220547818638,-0.8563199342239808,0.42760104178489344,0.49856293972126514,1.310306114910608,-0.3017800122841294,-0.12451146535331292,-0.40527957613574567,0.17930992843798116,-0.07210787425289962,-0.10191141300853843,0
