F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,Class
0.035614013671331574,0.02388000488244812,0.014541625976340613,0.009643554687352852,0.006912231445207029,0.005569458007727518,0.004592895507742418,0.005569458007727518,0.0061950683592804714,0.007522583007697715,0.0080871582030016,0.01553344726538798,0.025741577148044717,0.04087829589781375,0.011306762695139973,0.026092529296476864,0.007095336913954234,0.023803710937136787,0.006637573242086219,0.008483886718620546,0.008010864257690264,0.011184692382641836,0.0160827636716296,0.025070190429304962,0.30427551269066966,0.3416748046822865,0
0.0016479492187248545,0.002227783203091007,0.0008697509765492287,0.0005798339843661525,0.00036621093749441213,0.00045776367186801514,0.0005493164062416181,0.0008850097656114959,0.0013580322265417783,0.0022125244140287397,0.006134033203031403,0.013610839843542317,0.045806884764926045,0.04461669921806921,0.01602172851538053,0.06518554687400535,0.012329101562311874,0.04219055175716873,0.019378662109079306,0.0032653808593251744,0.006805419921771159,0.014205932616970736,0.01921081542939437,0.01921081542939437,0.6200408935452265,0.04083251953062695,0
0.010803222656085158,0.012619018554494951,0.0048828124999254945,0.004257202148372541,0.004592895507742418,0.005722045898350189,0.005630493163976586,0.008239746093624272,0.012924194335740293,0.018432617187218742,0.026977539062088357,0.05848693847567007,0.0979766845688175,0.09941101074067062,0.06275939941310488,0.053573608397620036,0.032028198241698794,0.030395507812036204,0.015396118163827575,0.013992309570098995,0.014221191406033003,0.01791381835910166,0.02368164062463865,0.020538330077811612,0.1152191162091794,0.2293243408168133,0
0.003982543945251732,0.004089355468687602,0.0021209716796551366,0.0019226074218456634,0.0018920898437211292,0.0021820068359042055,0.002227783203091007,0.0037994384765045255,0.004318237304621609,0.006576538085837151,0.009033203124862166,0.020324707030939873,0.03172302246045345,0.04557800292899204,0.01402282714822353,0.02848815917925281,0.008148193359250669,0.031143188476087297,0.008666992187367753,0.007934570312378928,0.007675170898320387,0.009460449218605647,0.012069702148253333,0.012924194335740293,0.5955505371002877,0.12414550781060571,0
0.004730224609302823,0.014068603515410331,0.004348754882746143,0.003601074218695052,0.005004882812423632,0.006561279296774884,0.007232666015514639,0.007125854492078769,0.007690429687382654,0.00949096679673018,0.013671874999791386,0.035186767577588096,0.05560302734290157,0.14053344726348063,0.044586181639944676,0.06378173828027678,0.02432250976525387,0.04650878906179034,0.009750366210788721,0.009124755859235768,0.006210327148342739,0.011169433593579569,0.01676940917943162,0.02104187011686643,0.2092132568327452,0.22267150878566483,0
0.02362060546838958,0.01878356933565089,0.010101318359220866,0.009735107421726456,0.007614135742071319,0.00965881347641512,0.00874328613267909,0.013305664062296973,0.015884399413820124,0.016799926757556156,0.01948547363251518,0.029846191405794587,0.0382995605462906,0.04804992675707932,0.028350830077692405,0.03143310546827037,0.020584106444998414,0.02659606933553168,0.016494750976310812,0.01802062988253753,0.02087402343718149,0.027923583983948924,0.03402709960885579,0.024505615234001077,0.13267517089641306,0.34858703612749353,0
0.037200927733807364,0.0241241455074444,0.014862060546648225,0.0110626220701437,0.009567260742041516,0.009918212890473661,0.008850097656114959,0.009719848632664188,0.012374877929498675,0.014846801757585957,0.022430419921532743,0.047836303710207584,0.07374572753793723,0.05398559570230125,0.02529907226523897,0.024612426757436946,0.016738891601307086,0.015396118163827575,0.011444091796700378,0.011825561523257058,0.014846801757585957,0.018997192382522628,0.027542114257392242,0.02384948730432359,0.08137512206907083,0.3775482177676766,0
0.014221191406033003,0.017532348632544978,0.006622314453023952,0.008102416992063868,0.005737304687412456,0.006530761718650349,0.0060424804686577994,0.010101318359220866,0.01434326171853114,0.021392822265298574,0.02998352050735499,0.05308532714762749,0.07800292968630977,0.09587097167822463,0.050704956053913806,0.05310058593668975,0.028121948241758395,0.035629272460393845,0.01904296874970943,0.018463134765343277,0.017547607421607245,0.019546508788764246,0.020797729491870153,0.018737792968464086,0.11184692382641837,0.23889160155885483,0
0.005630493163976586,0.003921508789002663,0.0029907226562043655,0.0015106201171644499,0.0012817382812304423,0.001174926757794572,0.0013580322265417783,0.002380371093713679,0.00242614746090048,0.0035247802733837166,0.0034484863280723806,0.012710571288868553,0.020797729491870153,0.06459045410057694,0.01606750488256733,0.03205871581982333,0.009582519531103784,0.026519775390220345,0.00485229492180096,0.0051879882811708385,0.0029754638671420984,0.006057739257720067,0.007263183593639174,0.00857543945299415,0.6804504394427422,0.07266235351451626,0
0.05358886718668231,0.0332794189448047,0.02389526367151039,0.018798828124713153,0.01455688476540288,0.013168334960736569,0.010162353515469937,0.010635375976400218,0.011199951171704104,0.012466430663872279,0.013717651366978187,0.020843505859056956,0.026504516601158077,0.02394104003869719,0.01429748535134434,0.013839721679476323,0.01170349121075892,0.01127624511701544,0.011459350585762645,0.01380920410135179,0.015151977538831301,0.01931762695283024,0.023742675780887717,0.030883789062028755,0.05702209472569242,0.4907379150315745,0
